CRATER_ID,LAT,LON,DIAM,AGE_MEAN,AGE_STD,CI_LOWER,CI_UPPER
07-1-028107,-6.69316,63.1597,7.00055,3.9349,0.0649,3.8076,4.0622
08-1-006324,2.12458,176.862,7.42915,3.9322,0.0671,3.8007,4.0636
10-1-067278,-65.1118,71.6506,11.8733,3.9263,0.0438,3.8404,4.0121
02-1-073827,19.7629,193.072,5.10436,3.8096,0.0784,3.6559,3.9632
07-1-002401,-53.5348,16.4962,10.635,3.941,0.0544,3.8342,4.0477
08-1-132031,33.0894,103.049,6.92376,3.9066,0.0536,3.8015,4.0116
02-1-016533,4.25276,180.163,6.16779,3.9248,0.0646,3.7982,4.0514
09-1-114381,-30.0146,162.972,6.02709,3.7932,0.0567,3.6821,3.9044
10-1-000705,-81.5713,316.58,18.151,3.7077,0.0511,3.6075,3.8079
08-1-128243,31.2533,121.985,9.61075,3.8992,0.0616,3.7785,4.0198
07-1-053155,-15.3133,82.9771,6.05608,3.9189,0.0599,3.8016,4.0363
02-1-105028,29.3865,220.453,9.82466,3.9196,0.0581,3.8058,4.0335
08-1-091652,23.0202,170.68,6.6996,3.8683,0.0726,3.726,4.0106
07-1-000738,-20.9186,80.9442,10.8016,3.7036,0.0797,3.5473,3.8599
08-1-171679,42.097,113.252,6.17302,3.7303,0.0605,3.6117,3.8489
02-1-000538,43.5677,238.682,70.6434,3.9418,0.0574,3.8293,4.0544
08-1-000912,37.0879,123.143,13.72,3.3187,0.0509,3.2189,3.4184
09-1-000264,-8.44559,176.316,26.3165,3.9442,0.0657,3.8155,4.0729
09-1-001336,-51.3984,155.449,14.8913,3.904,0.0607,3.7851,4.023
06-1-000973,7.241,63.4107,57.2009,3.9011,0.0632,3.7771,4.025
03-1-080604,-27.2114,192.903,19.159,3.9671,0.0516,3.866,4.0682
03-1-092372,-31.3164,180.471,10.3026,3.9211,0.0715,3.7809,4.0613
01-1-010137,64.3315,201.673,6.92727,3.8237,0.0592,3.7076,3.9397
05-1-000048,-5.40153,355.198,13.1825,3.9444,0.0591,3.8285,4.0603
08-1-194365,49.3295,100.453,6.47912,3.8722,0.0603,3.754,3.9905
08-1-216656,59.1016,169.29,9.86799,3.8917,0.0515,3.7908,3.9926
08-1-004505,1.01316,144.755,9.76671,3.8336,0.0665,3.7033,3.9638
07-1-001336,-38.1476,48.1742,7.25795,3.8774,0.0461,3.7871,3.9677
08-1-169850,42.7824,154.443,6.72475,3.7315,0.0676,3.599,3.8641
09-1-036605,-8.3984,112.906,8.09203,3.7355,0.0682,3.6018,3.8691
07-1-002005,-46.5242,23.01,17.563,3.959,0.042,3.8767,4.0413
05-1-000217,-17.887,336.126,43.3028,3.8835,0.0485,3.7885,3.9785
08-1-216637,58.7496,169.485,6.42839,3.8781,0.0617,3.7572,3.999
02-1-055773,14.5965,242.602,8.67465,3.8309,0.0693,3.6952,3.9667
09-2-002475,-59.7096,163.758,14.4585,3.8709,0.0494,3.7741,3.9678
10-1-166252,-62.2994,171.756,6.17454,3.3094,0.0532,3.2051,3.4137
08-1-002223,2.39651,120.283,11.5235,3.8809,0.0516,3.7798,3.982
08-1-056306,14.902,140.046,11.8793,3.9194,0.0739,3.7746,4.0641
02-1-001978,0.828819,180.508,5.71533,3.8741,0.0401,3.7956,3.9526
08-1-016099,3.83832,118.436,7.45623,3.892,0.0569,3.7805,4.0034
08-1-115477,27.8633,120.743,13.8291,3.889,0.0676,3.7565,4.0216
03-1-143228,-52.3522,215.495,7.77098,3.9015,0.0594,3.785,4.018
03-1-062384,-21.0028,238.223,19.1585,3.9486,0.0603,3.8304,4.0668
03-1-050866,-17.7966,202.932,12.78,3.8443,0.0847,3.6783,4.0104
09-1-047162,-11.3583,130.689,7.25655,3.887,0.04,3.8086,3.9655
09-1-162429,-45.9609,142.553,6.77163,3.8775,0.0605,3.7588,3.9961
02-1-021856,6.12458,239.395,6.165,3.9093,0.0629,3.786,4.0327
08-1-183045,45.2684,171.05,10.3559,3.9064,0.0568,3.7951,4.0177
02-1-080468,21.5875,225.64,11.0138,3.9657,0.0646,3.8391,4.0923
08-2-000070,19.7464,140.794,20.0031,3.9235,0.0501,3.8253,4.0217
03-1-026215,-7.63997,192.044,18.6745,3.9481,0.0648,3.8211,4.0751
08-1-130866,31.1336,161.527,20.2987,3.647,0.0823,3.4856,3.8084
01-1-000927,85.6735,334.143,8.08319,3.5518,0.0778,3.3993,3.7043
07-1-002055,-47.9533,34.8932,11.1529,3.8691,0.0649,3.7419,3.9962
07-1-001424,-34.3394,70.3669,9.32366,3.919,0.0571,3.807,4.031
09-1-036519,-9.03261,114.923,9.35102,3.8892,0.0819,3.7287,4.0496
02-1-002100,1.03626,182.98,10.1684,3.9089,0.0564,3.7984,4.0194
02-1-081308,21.9048,203.965,9.01399,3.9613,0.0622,3.8393,4.0833
07-1-001635,-43.9097,62.1257,11.4492,3.8615,0.076,3.7124,4.0105
09-1-056818,-14.3846,163.707,7.08716,3.9262,0.0494,3.8294,4.023
07-1-012359,-2.96013,70.0616,6.02993,3.9019,0.0715,3.7617,4.0421
10-1-158156,-60.5755,141.462,6.20437,3.8646,0.0571,3.7528,3.9765
06-2-011723,32.1963,32.4696,6.23469,3.9397,0.068,3.8064,4.073
09-1-054604,-14.1028,116.027,6.1764,3.8373,0.0701,3.6998,3.9748
03-1-000913,-39.668,223.195,12.0079,3.8022,0.0516,3.7011,3.9034
08-1-026993,7.01511,113.719,7.84739,3.9257,0.0599,3.8082,4.0432
09-1-042865,-10.6896,148.871,10.4068,3.9376,0.0518,3.8361,4.0391
07-1-009117,-2.18707,13.2634,7.23263,3.792,0.0577,3.6789,3.905
03-1-143273,-51.7925,213.626,10.2617,3.9457,0.0738,3.8011,4.0902
08-1-068639,18.9034,120.657,10.3862,3.8888,0.0648,3.7617,4.0159
09-1-001352,-49.5939,163.581,9.37413,3.9092,0.061,3.7896,4.0289
02-1-039839,11.2073,209.476,9.89775,3.9286,0.0603,3.8104,4.0468
01-1-154242,73.1664,27.9249,9.41237,3.7744,0.0624,3.6521,3.8967
04-1-087120,43.205,275.707,10.958,3.9276,0.0652,3.7998,4.0555
08-1-155334,37.8453,91.5227,6.03586,3.9181,0.0574,3.8055,4.0306
09-1-086031,-22.6003,136.307,6.49115,3.8864,0.0627,3.7636,4.0093
08-1-178810,44.6779,120.384,9.09976,3.9306,0.051,3.8307,4.0305
02-1-124379,35.6973,251.709,9.44979,3.9506,0.0591,3.8348,4.0664
08-1-022359,6.67467,155.786,13.2535,3.8762,0.0519,3.7744,3.978
09-2-000050,-42.1797,128.268,16.7726,3.9119,0.0543,3.8055,4.0183
09-1-190585,-59.0814,129.398,11.7637,3.9221,0.0643,3.7962,4.048
03-1-123367,-43.064,245.825,15.2018,3.8906,0.043,3.8063,3.9749
01-1-047439,75.449,144.394,5.994,3.8003,0.068,3.667,3.9337
03-1-045015,-15.2804,188.233,7.20679,3.937,0.0589,3.8215,4.0524
02-1-000124,55.9708,261.43,8.36028,3.8967,0.0797,3.7404,4.0529
07-1-000061,-3.23472,20.4172,10.1667,3.9122,0.0563,3.8019,4.0225
06-1-001094,7.24679,49.9048,12.4821,3.3052,0.0673,3.1733,3.437
03-1-132913,-48.2612,245.487,6.34762,3.8774,0.0641,3.7517,4.0031
03-1-000167,-14.6293,217.32,44.4984,3.3894,0.0525,3.2865,3.4922
08-1-000978,40.069,113.787,11.9985,3.9038,0.0585,3.7891,4.0185
10-2-012427,-73.3927,68.6436,6.5148,3.8729,0.0765,3.723,4.0228
07-1-053267,-15.4679,80.5971,6.51839,3.9398,0.0502,3.8415,4.0382
08-1-206724,54.7129,109.953,9.72683,3.7429,0.0398,3.665,3.8209
10-1-149445,-62.5333,136.435,6.91281,3.8507,0.076,3.7018,3.9997
07-1-041871,-11.1793,39.1615,9.77336,3.7201,0.0567,3.6089,3.8313
01-1-039817,76.7509,193.253,6.78572,3.9099,0.0624,3.7875,4.0322
07-1-100156,-26.319,17.2317,17.849,3.9145,0.0657,3.7856,4.0433
07-1-000070,-1.19793,31.1723,10.9189,3.8862,0.0439,3.8001,3.9724
02-1-094220,25.8137,245.674,8.01088,3.9058,0.0488,3.8101,4.0015
02-1-001166,31.8458,258.674,13.3456,3.2657,0.0704,3.1278,3.4036
01-1-001281,71.6402,0.2461,15.0081,3.9137,0.0504,3.8148,4.0125
02-1-164305,51.9083,243.906,11.028,3.9429,0.0571,3.831,4.0547
09-1-003220,-0.951227,119.343,7.32883,3.9486,0.0596,3.8319,4.0654
02-1-105835,29.0189,248.798,6.10069,3.9305,0.0682,3.7968,4.0642
01-1-179812,60.871,36.106,6.44629,3.869,0.0641,3.7434,3.9945
10-1-073610,-69.4702,72.7388,6.46157,3.5601,0.0593,3.444,3.6763
02-1-044793,11.3682,247.857,8.5432,3.9276,0.0649,3.8003,4.0549
06-1-000471,34.6084,69.3471,9.23653,3.4573,0.0501,3.3592,3.5554
01-1-075815,78.0564,107.933,5.24804,3.5216,0.062,3.4,3.6431
01-1-038656,69.4801,231.53,6.5423,3.8727,0.0558,3.7633,3.982
10-1-000586,-79.2651,27.0575,16.4772,3.827,0.0697,3.6905,3.9635
02-1-063971,17.0152,237.637,5.19674,3.7912,0.0487,3.6957,3.8868
06-2-009094,23.032,41.035,7.30173,3.9093,0.0617,3.7882,4.0303
07-1-000957,-28.9393,21.1798,10.82,3.9033,0.0465,3.8122,3.9944
06-1-020083,8.02866,36.375,10.2162,3.9349,0.0813,3.7755,4.0942
07-1-001748,-42.99,33.7686,6.20419,3.8197,0.0647,3.6929,3.9465
09-1-001401,-53.6577,168.495,39.2144,3.9571,0.0515,3.8561,4.0581
03-1-071096,-23.6564,232.515,9.33802,3.947,0.0517,3.8456,4.0484
08-1-118593,29.2209,130.305,9.13045,3.8222,0.044,3.7359,3.9084
02-1-029199,7.16737,267.686,6.38053,3.9186,0.054,3.8127,4.0245
03-1-022880,-7.96666,232.19,9.73499,3.8276,0.0629,3.7043,3.951
10-1-001033,-61.7682,116.595,11.9307,3.9315,0.0449,3.8436,4.0195
07-1-001138,-36.9762,14.0721,15.0426,3.8922,0.0615,3.7717,4.0128
08-1-151815,37.6839,161.075,7.67866,3.8561,0.0511,3.756,3.9562
10-1-155801,-64.9422,212.082,7.37082,3.7016,0.0588,3.5864,3.8168
02-1-046850,12.8353,237.44,13.3024,3.8889,0.0503,3.7904,3.9874
09-1-026862,-5.81857,135.251,7.96354,3.8973,0.0548,3.7898,4.0047
04-1-038527,21.3636,273.225,8.7696,3.9054,0.0505,3.8063,4.0044
04-1-000057,56.0554,325.983,7.64422,3.9303,0.0731,3.7869,4.0736
04-2-000005,33.5254,274.269,46.0656,3.9764,0.0648,3.8493,4.1035
03-1-065246,-21.9542,206.124,8.42612,3.9574,0.058,3.8437,4.071
05-1-000301,-22.6567,332.25,19.4816,3.9244,0.0597,3.8073,4.0414
10-1-045278,-64.8564,59.2903,7.06596,3.8562,0.053,3.7524,3.96
03-1-100725,-33.865,238.972,7.00588,3.865,0.057,3.7533,3.9766
07-1-002122,-45.3811,56.6056,6.24041,3.8636,0.0669,3.7325,3.9947
03-1-025178,-9.11385,222.471,11.3435,3.9467,0.0742,3.8012,4.0921
02-1-138953,42.6013,187.154,14.7773,3.8904,0.0669,3.7592,4.0215
08-1-209583,56.1713,156.086,6.53225,3.8931,0.0829,3.7306,4.0556
08-1-178977,44.7288,113.089,7.70868,3.876,0.0762,3.7266,4.0253
02-1-071840,19.1125,243.665,9.67773,3.9324,0.0616,3.8116,4.0531
02-1-000991,28.9166,198.965,20.2573,3.9506,0.0653,3.8227,4.0786
04-2-003923,7.34317,271.506,7.95324,3.9544,0.0497,3.8569,4.0518
07-1-018211,-5.50972,8.66551,9.61929,3.9598,0.0606,3.841,4.0787
05-1-037677,-16.896,273.658,7.33826,3.2656,0.0716,3.1253,3.4059
08-1-114279,28.1308,143.249,7.92718,3.8561,0.0457,3.7665,3.9457
08-1-214770,57.5084,97.1771,10.8813,3.8002,0.0489,3.7043,3.896
02-1-007824,2.03291,205.255,7.97986,3.8351,0.0605,3.7164,3.9537
08-1-002178,0.644676,99.913,13.2259,3.5791,0.068,3.4458,3.7124
03-1-037736,-13.0967,215.037,13.7621,3.9469,0.0638,3.8219,4.0718
01-1-000653,62.1295,266.456,9.85903,3.7365,0.0552,3.6282,3.8447
01-1-155362,64.8698,51.4117,6.19832,3.9125,0.0565,3.8017,4.0233
08-1-014875,3.56537,150.47,13.3721,3.9351,0.0546,3.8281,4.0421
09-1-054217,-14.2979,107.945,7.66816,3.8916,0.0558,3.7823,4.0009
06-2-010500,28.4114,62.7961,8.1686,3.9047,0.0662,3.7749,4.0345
02-1-031862,8.63245,210.964,5.19126,3.9197,0.0537,3.8145,4.0249
03-1-001638,-1.10083,182.142,9.79201,3.9496,0.0716,3.8092,4.09
08-1-205497,53.0253,138.109,6.70017,3.7797,0.0746,3.6334,3.926
04-1-008625,5.48335,290.293,6.12785,3.8916,0.051,3.7918,3.9915
02-1-000726,38.8307,208.244,43.7979,3.9415,0.0596,3.8246,4.0583
02-1-122853,36.481,209.106,12.9688,3.8995,0.0466,3.8081,3.9908
06-1-035287,15.2741,51.4754,9.71015,3.9307,0.056,3.8211,4.0404
08-1-100365,25.1549,141.088,13.3264,3.8367,0.0841,3.672,4.0015
09-2-000053,-25.1008,162.553,74.2326,3.9631,0.0643,3.837,4.0892
07-1-108024,-29.6825,0.421761,6.19479,3.9008,0.0521,3.7987,4.0028
08-1-182628,45.554,164.014,9.93624,3.8964,0.0556,3.7874,4.0054
01-2-026946,80.3554,49.8776,6.02034,3.5876,0.0634,3.4634,3.7118
01-2-023667,73.295,278.978,6.78099,3.6606,0.0476,3.5672,3.7539
10-1-067743,-70.8183,66.0787,6.63915,3.8504,0.0619,3.729,3.9717
03-2-000264,-1.17129,215.077,15.5987,3.9531,0.0446,3.8658,4.0405
09-1-001398,-51.8248,167.672,7.71234,3.4127,0.0832,3.2497,3.5758
04-1-102293,53.5548,327.086,6.4843,3.8952,0.0849,3.7288,4.0617
08-1-000234,50.9374,179.213,9.36629,3.5943,0.0558,3.4849,3.7036
05-1-001544,-54.5798,336.399,8.54368,3.9121,0.0571,3.8002,4.0239
02-1-071927,19.2762,241.176,5.22699,3.8963,0.0574,3.7838,4.0087
04-1-095106,49.0375,283.133,6.70633,3.9239,0.085,3.7572,4.0906
09-1-058755,-15.6102,144.495,10.2005,3.8833,0.0504,3.7844,3.9821
01-1-035408,72.003,139.901,5.36656,3.8134,0.0713,3.6736,3.9532
04-2-014325,35.8928,321.665,6.55349,3.9245,0.0605,3.806,4.0431
10-1-098511,-74.5127,255.958,8.9704,3.5852,0.0535,3.4802,3.6901
09-1-011725,-0.995651,105.615,6.42616,3.9391,0.058,3.8253,4.0528
04-1-000091,55.8703,328.703,8.09621,3.8899,0.0481,3.7956,3.9841
02-1-155261,47.9102,191.2,6.1954,3.8635,0.0486,3.7683,3.9586
01-1-000904,69.9181,77.0349,11.1277,3.682,0.069,3.5467,3.8172
08-1-142534,34.3087,178.798,6.48007,3.9326,0.0665,3.8023,4.0629
09-1-000921,-37.7949,101.776,19.4976,3.8831,0.0675,3.7508,4.0153
09-1-175944,-51.0758,105.802,6.31203,3.8679,0.0554,3.7593,3.9764
08-1-000637,47.8289,152.284,8.81318,3.7858,0.0625,3.6634,3.9082
10-2-012326,-73.1018,293.902,7.42839,3.7724,0.0474,3.6795,3.8654
02-1-101274,28.3373,236.889,6.48357,3.915,0.0755,3.7671,4.0629
09-1-129298,-34.1506,150.143,8.56398,3.8371,0.0627,3.7143,3.96
01-1-021781,63.7534,133.021,23.1911,3.8739,0.0611,3.7541,3.9936
09-1-132881,-34.9407,99.6433,6.57318,3.8981,0.0596,3.7813,4.0149
08-1-192462,49.7066,152.759,7.8996,3.9369,0.0602,3.819,4.0549
01-1-048017,66.7624,121.352,5.10595,3.8453,0.0626,3.7226,3.9679
09-1-107441,-28.773,144.234,7.91414,3.8019,0.0631,3.6781,3.9256
09-1-001554,-58.582,90.5162,66.1337,4.0018,0.0486,3.9065,4.097
09-1-027318,-5.86081,129.053,8.84645,3.9238,0.0669,3.7927,4.0548
07-1-040961,-11.3595,10.5734,6.44681,3.9834,0.0452,3.8948,4.0719
09-1-164789,-47.8261,101.926,7.11871,3.8033,0.0628,3.6802,3.9263
07-1-001534,-41.34,79.0371,8.30494,3.9384,0.0619,3.817,4.0597
07-1-000164,-5.18833,63.1786,16.9834,3.9347,0.064,3.8093,4.0601
02-1-091146,25.0035,224.006,11.8186,3.8028,0.0571,3.691,3.9147
03-1-001380,-54.5388,247.607,7.3576,3.8026,0.0506,3.7034,3.9018
07-1-113959,-30.1719,27.2388,6.80192,3.7757,0.071,3.6366,3.9148
07-2-002790,-36.5391,12.6623,8.206,3.9049,0.0731,3.7617,4.0481
08-1-001995,4.39373,159.806,54.8941,3.7541,0.0707,3.6155,3.8928
03-1-000307,-22.2421,224.913,15.0662,3.9036,0.0504,3.8047,4.0024
01-1-085383,77.6079,93.84,11.2474,3.8394,0.0457,3.7498,3.9289
08-1-036652,9.90116,126.984,11.6351,3.904,0.0511,3.8039,4.0041
01-1-023086,70.502,198.795,5.70948,3.8439,0.0732,3.7004,3.9874
02-1-000959,31.5387,206.236,24.6389,3.7515,0.0797,3.5952,3.9078
08-1-000962,35.5969,114.565,17.7428,3.8984,0.0519,3.7967,4.0002
03-1-020382,-6.06591,183.656,15.8754,3.9237,0.0537,3.8184,4.0291
09-1-020180,-3.61646,94.9572,10.8034,3.9387,0.0643,3.8127,4.0648
04-1-041733,21.9987,356.036,6.37886,3.9515,0.0445,3.8642,4.0387
05-1-103848,-47.9944,292.814,13.7511,3.9306,0.0413,3.8497,4.0116
08-1-214970,58.7236,97.568,7.42053,3.8565,0.0675,3.7243,3.9888
08-1-002253,3.69076,155.703,46.2385,3.968,0.0494,3.8711,4.0648
08-1-053761,13.6458,151.998,10.0429,3.9151,0.0537,3.8099,4.0204
04-2-000596,0.791608,290.111,13.0315,3.9243,0.0599,3.8069,4.0416
07-1-000012,-7.5912,3.20106,13.9096,3.6583,0.0829,3.4959,3.8207
05-1-111084,-51.5105,345.666,7.01543,3.9426,0.0676,3.81,4.0751
09-1-001582,-59.8021,113.433,7.36183,3.892,0.0571,3.78,4.0039
07-1-106062,-27.9984,50.3004,20.5513,3.9551,0.0547,3.8479,4.0622
08-1-207612,54.6096,142.24,7.6311,3.8525,0.0585,3.7378,3.9671
03-1-089664,-30.5793,238.807,7.29378,3.9607,0.0855,3.7932,4.1282
01-1-073229,65.9189,260.462,11.266,3.9334,0.0634,3.8092,4.0577
05-1-001346,-51.4386,292.237,26.0072,3.8967,0.0715,3.7565,4.0368
03-2-000055,-17.0966,222.679,15.7794,3.9402,0.0651,3.8125,4.0679
07-1-000843,-25.1727,42.4619,7.46915,3.8254,0.0587,3.7103,3.9405
06-1-064159,30.1424,63.064,6.50879,3.9303,0.0479,3.8363,4.0242
05-1-020161,-8.84621,278.704,7.25872,3.9325,0.0645,3.8061,4.059
02-1-128467,38.3691,204.29,6.84398,3.9289,0.0516,3.8277,4.0301
09-1-001483,-52.8423,115.642,28.7997,3.8867,0.0746,3.7404,4.033
08-1-000160,56.4519,155.132,56.304,3.9623,0.0621,3.8405,4.0841
09-1-001421,-52.5469,155.254,9.41588,3.6762,0.061,3.5566,3.7958
05-1-097384,-44.6961,317.407,12.9775,3.9291,0.0651,3.8015,4.0566
03-1-094864,-30.9234,238.49,19.7643,3.9587,0.0524,3.8559,4.0615
05-1-000637,-34.8104,338.499,19.3975,3.8808,0.0504,3.7819,3.9797
01-1-001232,74.6922,344.91,6.99402,3.6532,0.0635,3.5288,3.7777
01-1-001029,81.6512,336.167,9.88095,3.5714,0.0464,3.4804,3.6625
08-1-065385,17.0547,132.683,7.85721,3.9175,0.0461,3.8271,4.008
10-1-063768,-72.1941,299.039,6.75551,3.8365,0.055,3.7287,3.9444
08-1-003623,0.19818,128.746,11.0573,3.8911,0.0434,3.8062,3.9761
09-1-057847,-14.501,165.442,6.59993,3.8724,0.0551,3.7644,3.9804
08-1-000575,41.9907,128.249,33.3349,3.9422,0.0517,3.8408,4.0436
02-1-086274,24.2171,260.354,21.157,3.9482,0.0629,3.825,4.0715
06-1-000635,25.0963,72.6836,10.8517,3.9137,0.0532,3.8093,4.018
07-1-112654,-31.1894,61.5034,7.58349,3.8861,0.0645,3.7597,4.0124
05-2-010953,-26.8665,326.288,7.3667,3.9051,0.0654,3.7769,4.0333
01-1-012522,65.7169,160.638,7.92647,3.8569,0.0784,3.7033,4.0106
02-1-165104,52.4253,209.453,7.35564,3.8422,0.0613,3.722,3.9623
02-1-106986,30.8621,263.141,7.6784,3.7874,0.0674,3.6552,3.9196
03-2-000128,-0.595551,209.486,7.46174,3.9312,0.0583,3.8169,4.0455
02-1-087629,24.3429,229.263,6.88963,3.6893,0.058,3.5755,3.803
07-1-158431,-40.9376,40.5022,7.43431,3.9216,0.0773,3.7701,4.0732
09-1-082671,-21.4559,133.333,10.6782,3.9442,0.0637,3.8193,4.069
03-1-110672,-38.3463,219.33,6.18057,3.8956,0.0505,3.7966,3.9946
01-1-000320,63.25,121.743,34.2353,3.9387,0.0564,3.8282,4.0491
03-1-008565,-3.50818,213.228,12.5547,3.8842,0.0582,3.7701,3.9983
07-1-000112,-6.58037,42.9973,8.2446,3.9472,0.0533,3.8428,4.0517
02-1-069672,18.5781,242.149,9.60526,3.8948,0.07,3.7575,4.0321
08-1-050409,13.1578,111.68,6.78281,3.9624,0.0693,3.8266,4.0982
09-1-025723,-6.05429,158.966,7.02843,3.86,0.0582,3.7459,3.9742
03-1-044735,-15.2175,194.948,16.3475,3.9452,0.0464,3.8542,4.0362
09-1-155521,-42.6406,171.288,9.32377,3.8234,0.0609,3.704,3.9428
01-1-059726,67.1475,111.167,6.89555,3.864,0.057,3.7523,3.9757
03-1-000391,-15.9856,214.885,28.7184,3.919,0.0475,3.8259,4.0121
06-1-088182,43.8285,86.8029,8.94361,3.6552,0.0438,3.5694,3.741
05-1-001693,-55.9277,300.069,9.96434,3.8711,0.0503,3.7726,3.9696
09-1-001102,-40.094,152.568,11.4104,3.663,0.0451,3.5747,3.7513
10-1-082147,-72.3313,78.8822,9.30632,3.9104,0.0573,3.7981,4.0226
05-1-000823,-38.9902,338.357,12.2115,3.9044,0.0524,3.8018,4.0071
08-1-145135,35.5239,124.615,6.34636,3.8586,0.0658,3.7297,3.9875
06-1-059414,28.8509,69.6751,6.50429,3.915,0.0458,3.8252,4.0048
08-1-001417,23.9276,119.763,40.1563,3.9465,0.0527,3.8433,4.0498
07-1-186158,-48.5885,61.2269,7.2253,3.9122,0.0441,3.8258,3.9987
03-1-121725,-42.2325,232.778,6.38786,3.8992,0.058,3.7855,4.0128
07-1-152029,-40.5957,30.2637,6.74057,3.9032,0.0719,3.7622,4.0441
02-1-000670,40.2566,229.035,31.399,3.9457,0.0513,3.8452,4.0462
01-1-000066,62.9494,162.779,17.1482,3.8588,0.0523,3.7563,3.9612
02-1-041309,10.2408,181.016,6.3142,3.8948,0.0546,3.7879,4.0017
02-1-165399,52.425,198.449,7.16847,3.9183,0.0547,3.8112,4.0255
09-1-155620,-42.6272,175.414,8.30688,3.7821,0.0453,3.6933,3.8708
09-1-051266,-12.9997,132.225,9.20054,3.877,0.0624,3.7547,3.9994
01-1-136356,77.1571,325.104,6.97911,3.5982,0.0566,3.4873,3.7091
04-1-095867,50.3928,288.633,7.02356,3.8175,0.0593,3.7014,3.9337
02-1-150260,47.1007,188.686,6.87271,3.9061,0.054,3.8003,4.0119
09-1-094693,-24.5259,120.187,6.7283,3.8377,0.0741,3.6925,3.9829
02-1-001684,12.4085,269.024,21.65,3.8726,0.0646,3.7459,3.9993
02-1-001868,2.01272,200.712,18.2449,3.8737,0.086,3.7051,4.0423
03-2-001652,-25.2132,189.162,6.59923,3.9082,0.057,3.7965,4.0199
02-1-148152,45.9245,229.983,6.07277,3.7091,0.046,3.6188,3.7993
10-1-169633,-61.9512,305.101,8.19505,3.7554,0.0761,3.6062,3.9046
06-1-024501,10.082,82.608,8.23685,3.6135,0.0599,3.4961,3.7309
09-1-001074,-43.4495,162.014,14.0023,3.8391,0.0668,3.7082,3.97
07-2-002291,-29.6888,50.6882,6.58841,3.8967,0.077,3.7457,4.0477
05-2-014336,-48.7264,303.271,9.55392,3.8173,0.0568,3.706,3.9286
02-1-091290,24.6414,227.762,14.1832,3.9278,0.0587,3.8126,4.0429
04-1-000734,45.6479,283.351,21.1007,3.9788,0.0489,3.883,4.0746
09-1-000189,-3.55799,160.206,22.1025,3.6343,0.0637,3.5095,3.7592
02-1-066306,17.9295,186.484,8.71733,3.8645,0.0517,3.7631,3.9658
08-1-195419,50.0179,111.152,7.34617,3.7965,0.0603,3.6783,3.9146
08-1-195029,50.1125,101.122,7.99814,3.8676,0.0537,3.7623,3.9729
07-2-003203,-45.3614,65.1714,7.19515,3.7797,0.0863,3.6105,3.9488
09-1-034281,-8.09638,173.066,12.6911,3.8113,0.065,3.684,3.9387
10-1-112356,-75.1816,237.545,6.70565,3.8493,0.0709,3.7103,3.9883
07-1-000624,-18.762,45.7648,6.89614,3.8733,0.0625,3.7507,3.9958
03-1-072285,-24.4322,203.092,8.23663,3.9513,0.0478,3.8575,4.045
01-1-001454,65.7562,153.131,39.3475,3.9693,0.0583,3.855,4.0836
09-1-050198,-13.2333,171.662,6.10023,3.4442,0.055,3.3363,3.552
08-1-083015,21.229,157.242,6.05348,3.8217,0.063,3.6982,3.9452
09-1-165929,-47.1418,134.309,8.79329,3.6327,0.0603,3.5145,3.7509
03-1-078873,-26.5796,202.277,7.41834,3.9302,0.0738,3.7856,4.0748
09-1-001584,-58.3802,114.695,6.39408,3.8417,0.0544,3.735,3.9483
01-1-060571,72.8067,113.03,5.4021,3.5539,0.0741,3.4087,3.6991
02-1-001769,11.1059,210.666,15.9146,3.8956,0.0584,3.7811,4.01
03-1-084559,-28.885,226.307,7.9688,3.5573,0.0513,3.4568,3.6577
05-1-073120,-33.9131,350.833,9.06387,3.9403,0.0494,3.8435,4.0372
07-2-002141,-25.9636,35.2373,17.3656,3.9286,0.0618,3.8074,4.0499
01-1-129770,70.8687,58.526,6.41686,3.6481,0.0637,3.5232,3.773
02-1-001625,17.6962,264.137,42.0937,3.9468,0.0625,3.8243,4.0692
07-1-065571,-17.519,7.67197,10.7967,3.9185,0.0696,3.782,4.055
02-1-050023,13.5208,185.272,10.5041,3.9481,0.0477,3.8546,4.0416
02-1-063928,17.8989,238.901,12.2577,3.8338,0.0823,3.6725,3.9951
08-1-139076,34.3677,101.89,14.5837,3.9431,0.0718,3.8023,4.0839
09-1-000594,-17.5311,135.933,80.4413,3.9188,0.0505,3.8197,4.0178
02-1-053888,13.6671,252.058,19.5321,3.935,0.0655,3.8065,4.0635
01-1-001168,77.2491,2.02963,32.4727,3.9778,0.0623,3.8558,4.0998
03-1-063677,-21.4439,246.032,6.40122,3.9291,0.0528,3.8256,4.0327
08-1-001779,13.1505,157.917,15.839,3.9387,0.0555,3.8299,4.0476
09-1-073602,-18.7811,168.477,6.3936,3.8375,0.0673,3.7057,3.9694
09-1-000003,-0.738147,91.6534,38.1661,3.9386,0.0619,3.8173,4.0599
03-1-019827,-6.56162,200.047,10.2579,3.9385,0.0597,3.8215,4.0555
02-1-042223,12.5381,194.169,8.35856,3.6493,0.072,3.5083,3.7904
03-1-149596,-55.4503,181.192,6.00359,3.8483,0.067,3.7171,3.9795
08-1-002267,1.67763,159.667,14.8307,3.8661,0.0715,3.7259,4.0062
05-2-001048,-2.60286,281.433,6.42134,3.9524,0.0582,3.8383,4.0665
