CRATER_ID,LAT,LON,DIAM,AGE_MEAN,AGE_STD,CI_LOWER,CI_UPPER
05-1-095856,-44.3104,359.184,6.81249,3.949,0.0538,3.8435,4.0544
06-1-000804,17.5502,67.0127,7.19706,3.8582,0.0623,3.7362,3.9803
02-1-097944,26.5437,211.362,7.62162,3.883,0.0628,3.7598,4.0062
01-2-024433,73.2116,80.9488,5.22776,3.7407,0.0727,3.5982,3.8831
03-1-158646,-58.8585,248.486,6.49472,3.8275,0.0844,3.662,3.993
02-1-001258,23.3767,259.075,69.1924,3.9601,0.0604,3.8417,4.0785
03-1-051677,-17.4074,182.649,8.79455,3.7205,0.0757,3.5721,3.8689
09-1-072205,-18.2236,155.132,6.52467,3.8925,0.048,3.7984,3.9865
09-1-001115,-44.3839,145.95,14.7661,3.873,0.0655,3.7446,4.0013
08-2-000015,46.0963,135.688,52.1339,3.916,0.0637,3.7911,4.0408
07-1-117405,-31.6071,45.2287,6.17042,3.9364,0.0548,3.8291,4.0438
02-1-166219,53.1325,183.54,7.41181,3.9191,0.0467,3.8276,4.0106
10-2-000079,-66.1733,1.63461,6.45997,3.8931,0.0602,3.7752,4.011
03-1-073801,-25.0071,194.52,7.52489,3.8736,0.0563,3.7633,3.9839
08-1-001611,17.8268,117.586,49.0976,3.9326,0.0711,3.7931,4.072
03-1-028876,-9.71538,233.38,20.3013,3.8962,0.0495,3.7993,3.9931
08-1-057367,15.4646,115.676,6.44394,3.9145,0.0368,3.8424,3.9867
10-2-002052,-87.8386,265.152,6.03083,3.728,0.0859,3.5596,3.8965
02-1-115938,32.4474,182.763,9.17095,3.9253,0.0518,3.8238,4.0269
02-1-100851,28.2704,248.142,12.3948,3.6142,0.0672,3.4825,3.7459
08-1-000250,50.2827,173.999,8.46772,3.7938,0.0603,3.6756,3.9119
02-1-122063,36.1109,187.809,6.76334,3.929,0.069,3.7937,4.0642
02-1-114560,32.4082,222.422,6.81973,3.9372,0.0493,3.8405,4.0339
09-1-056853,-14.503,165.015,6.06145,3.8875,0.0647,3.7606,4.0144
01-1-027974,67.7607,136.295,5.55546,3.7769,0.0582,3.6627,3.8911
09-1-137424,-37.4364,126.191,11.3034,3.8995,0.058,3.7858,4.0132
01-1-000338,68.6526,233.04,43.8088,3.942,0.0559,3.8324,4.0515
02-1-088532,23.7147,204.714,8.09049,3.838,0.0821,3.677,3.999
05-1-000252,-19.813,328.997,48.3471,3.9727,0.045,3.8846,4.0608
06-2-017755,46.817,89.0745,11.9511,3.8898,0.0615,3.7693,4.0102
06-3-046504,41.0575,42.0539,17.4314,4.0058,0.0501,3.9075,4.104
03-1-140202,-51.9989,194.078,6.6204,3.9277,0.0735,3.7836,4.0717
02-1-127911,38.0705,184.909,8.30139,3.7334,0.0644,3.6072,3.8596
01-1-001304,68.0464,29.3693,14.314,3.9283,0.0593,3.8121,4.0446
02-1-089692,24.9689,187.36,7.05056,3.8812,0.0704,3.7433,4.0191
10-2-014986,-60.3365,8.35407,9.88374,3.9625,0.064,3.837,4.088
02-1-001815,6.23716,192.07,13.9136,3.1589,0.0782,3.0056,3.3121
08-1-006836,1.98871,166.008,9.97933,3.9019,0.0432,3.8172,3.9866
02-1-032912,8.59525,187.669,10.6174,3.9467,0.057,3.835,4.0583
03-1-000906,-39.3736,219.473,12.9545,3.8529,0.0479,3.759,3.9468
03-1-047536,-16.4862,238.511,8.99911,3.3469,0.0722,3.2055,3.4883
01-1-001269,67.5405,35.1915,10.0451,3.5446,0.0553,3.4362,3.6529
08-1-148122,36.2443,132.289,8.92152,3.8041,0.0468,3.7123,3.8959
01-1-000180,67.4497,152.23,10.9978,3.4656,0.0781,3.3126,3.6186
02-1-141799,43.8153,257.887,12.1954,3.9045,0.0927,3.7228,4.0861
08-1-096420,24.2205,117.144,9.64899,3.8711,0.0617,3.7501,3.992
07-1-031079,-8.72235,64.2112,6.98842,3.9481,0.056,3.8384,4.0578
02-2-000084,6.33245,185.116,21.4119,3.9369,0.0614,3.8166,4.0572
08-1-181020,45.7293,131.813,13.3526,3.9159,0.0584,3.8014,4.0304
07-1-000599,-22.7135,35.6767,6.6933,3.8771,0.0513,3.7765,3.9777
10-1-166626,-61.9246,183.374,7.33835,3.9154,0.0471,3.8231,4.0077
08-1-056367,14.5606,138.475,10.2676,3.9192,0.0618,3.7981,4.0403
08-1-001216,32.6268,161.787,32.4341,3.8591,0.0616,3.7383,3.9799
02-1-019308,4.59113,227.209,7.21705,3.951,0.042,3.8688,4.0333
03-1-022125,-6.60341,215.886,10.2704,3.9323,0.0481,3.8381,4.0265
07-1-129141,-34.7119,24.3759,10.552,3.9113,0.0554,3.8027,4.0198
02-1-053315,14.0922,238.281,6.52949,3.9027,0.0694,3.7666,4.0388
09-1-016149,-2.38252,163.349,8.1097,3.7377,0.0751,3.5905,3.8849
08-1-002042,4.60075,127.357,40.8154,3.9526,0.0621,3.8308,4.0743
09-1-109190,-28.2906,103.215,8.67951,3.7442,0.0619,3.6229,3.8655
04-2-014082,33.2355,278.826,7.14106,3.9441,0.0431,3.8596,4.0285
03-1-031026,-9.84278,223.082,8.52842,3.9023,0.0581,3.7885,4.0162
04-1-000519,20.894,323.068,14.0747,3.2365,0.0434,3.1514,3.3216
08-2-001415,38.1304,112.871,9.54452,3.907,0.0661,3.7774,4.0366
07-1-098786,-26.1582,44.1608,6.12946,3.8694,0.0553,3.761,3.9778
08-1-217568,59.9164,110.068,6.42557,3.8591,0.0624,3.7369,3.9814
01-1-018140,68.8517,192.476,13.3611,3.9187,0.0672,3.7869,4.0504
09-1-101978,-26.7444,94.9478,10.656,3.9457,0.0547,3.8384,4.053
01-2-025517,80.168,54.1451,11.4951,3.878,0.0525,3.7751,3.9809
02-1-008406,1.42748,191.889,5.20368,3.918,0.0559,3.8084,4.0276
02-1-021997,6.15949,235.925,6.74733,3.8989,0.0604,3.7805,4.0174
10-2-000050,-62.5578,330.55,14.026,3.9576,0.0388,3.8815,4.0338
10-1-000452,-75.6462,27.6885,15.143,3.8887,0.0454,3.7997,3.9778
09-1-154178,-42.7242,131.628,8.09934,3.9126,0.0424,3.8295,3.9956
07-1-192631,-49.4171,56.0753,6.22784,3.8896,0.0606,3.7709,4.0083
02-1-129492,37.8336,234.739,10.5649,3.915,0.0656,3.7864,4.0437
07-1-002549,-57.4056,30.444,16.3891,3.9539,0.0603,3.8357,4.0721
06-1-000632,23.1719,70.9622,13.1651,3.3313,0.0621,3.2096,3.453
01-1-000569,71.573,256.075,14.4817,3.8014,0.0577,3.6883,3.9145
06-2-021042,18.7599,75.8627,35.799,3.9882,0.0726,3.8458,4.1305
01-1-027147,63.7193,129.496,5.39263,3.7276,0.0647,3.6008,3.8544
02-1-095234,25.7127,220.148,12.7216,3.4963,0.0895,3.321,3.6717
07-1-212538,-54.4837,44.1318,8.48238,3.8393,0.0719,3.6984,3.9803
05-1-028006,-11.2266,291.985,6.45246,3.9369,0.0717,3.7963,4.0775
03-1-119071,-41.5935,219.251,9.19287,3.5608,0.0517,3.4595,3.6621
02-1-131205,39.5067,248.343,7.35654,3.9343,0.0657,3.8054,4.0632
07-1-068179,-18.5512,45.8425,6.77466,3.9178,0.0445,3.8305,4.005
01-1-027802,64.3386,129.455,5.28456,3.8066,0.0655,3.6783,3.935
07-1-052208,-13.4461,86.689,8.15368,3.9097,0.0579,3.7961,4.0232
02-1-037835,10.3824,259.254,6.8912,3.907,0.0657,3.7782,4.0357
09-1-114898,-29.8228,148.498,6.1457,3.3984,0.0665,3.2681,3.5287
03-1-050045,-17.4169,225.094,8.41711,3.8626,0.0642,3.7367,3.9884
06-1-000227,45.008,74.0316,8.93153,3.8376,0.0651,3.71,3.9651
03-1-036819,-12.5902,235.927,8.80096,3.9059,0.0647,3.7792,4.0327
08-1-078373,20.392,126.83,6.27944,3.9108,0.0599,3.7934,4.0282
08-1-120039,29.8125,146.306,7.73594,3.8869,0.0586,3.7721,4.0017
08-1-002555,0.642153,97.417,9.19965,3.797,0.0589,3.6816,3.9125
02-1-015508,3.67172,205.96,5.39528,3.9412,0.0564,3.8306,4.0517
08-1-000682,44.4335,158.431,26.6596,3.922,0.0549,3.8144,4.0295
03-1-154621,-56.7807,197.698,6.67253,3.953,0.0577,3.84,4.066
08-1-074035,20.0643,145.796,9.77632,3.895,0.0574,3.7825,4.0076
07-1-112865,-30.2482,56.3624,7.27456,3.8276,0.0663,3.6977,3.9575
07-1-118133,-31.5856,64.7636,6.16629,3.8738,0.0704,3.7358,4.0118
02-1-139695,42.7129,207.714,7.87177,3.9047,0.0934,3.7217,4.0877
01-2-022399,70.7076,95.4794,12.9009,3.8847,0.0586,3.7699,3.9995
05-1-001827,-58.3249,324.172,8.90752,3.9391,0.0713,3.7993,4.0789
08-1-176473,44.7567,169.66,7.32265,3.8987,0.0809,3.7403,4.0572
09-1-000586,-17.8193,132.663,34.7062,3.9014,0.0705,3.7633,4.0395
09-1-000719,-28.0585,155.838,12.0818,3.8336,0.0645,3.7072,3.96
08-1-001815,12.5921,169.079,14.2735,3.8586,0.0567,3.7475,3.9698
01-1-027664,63.4692,127.154,9.37763,3.8497,0.0476,3.7564,3.9431
07-1-024781,-6.52252,13.1412,6.19142,3.8984,0.0802,3.7413,4.0556
03-1-057649,-19.7895,223.24,10.27,3.9863,0.0749,3.8394,4.1331
06-1-000099,53.4694,81.6584,10.636,3.7983,0.0535,3.6936,3.9031
09-1-111402,-29.5924,114.266,6.84253,3.7704,0.0573,3.6581,3.8828
10-1-014714,-66.6081,14.9298,7.02911,3.9052,0.0646,3.7786,4.0318
01-1-001347,61.3608,41.9163,8.0568,3.9166,0.0498,3.8189,4.0143
03-1-007725,-2.40911,198.062,8.49224,3.8638,0.0703,3.7261,4.0015
01-1-011582,62.5762,148.653,7.15658,3.8559,0.0565,3.7451,3.9667
03-1-149869,-55.1673,189.62,6.28227,3.8537,0.0588,3.7385,3.9689
09-1-176957,-51.4495,140.311,6.19413,3.8425,0.0715,3.7023,3.9827
07-1-001251,-32.1551,37.7148,23.2801,3.9348,0.0669,3.8037,4.0658
09-1-110810,-29.6808,100.944,8.09416,3.8719,0.0641,3.7461,3.9976
06-2-009068,23.7098,39.1568,10.8482,3.9367,0.0578,3.8234,4.0501
02-1-000142,54.6689,268.635,36.4311,3.9011,0.0481,3.8069,3.9953
02-1-013672,4.08521,263.104,5.08231,3.9011,0.0576,3.7881,4.014
01-1-097492,73.1777,278.677,5.49635,3.2314,0.0524,3.1286,3.3342
03-1-001265,-53.3153,208.042,55.5138,3.9569,0.042,3.8745,4.0392
01-1-037421,67.0001,231.661,5.77039,3.6064,0.0503,3.5078,3.7049
01-1-056598,62.4738,251.75,5.99128,3.8672,0.0518,3.7657,3.9688
08-1-049973,13.0762,121.658,7.37222,3.9162,0.0585,3.8016,4.0308
08-1-094603,23.8285,145.073,6.95176,3.8667,0.0475,3.7736,3.9598
08-1-202741,52.4336,149.279,6.56878,3.8944,0.0535,3.7895,3.9993
04-1-098639,51.6106,324.45,6.33062,3.9422,0.065,3.8148,4.0695
05-1-002178,-0.139798,356.067,8.94257,3.9627,0.0493,3.8661,4.0592
10-1-000765,-84.6366,350.723,9.04431,3.7019,0.0603,3.5837,3.8202
08-1-055999,14.8918,146.112,11.947,3.937,0.0773,3.7856,4.0885
04-1-000351,38.6217,271.329,8.88961,3.9108,0.0499,3.813,4.0087
07-1-000227,-4.03249,81.6875,10.0315,3.9177,0.0692,3.7821,4.0533
03-2-002649,-3.86532,213.834,19.181,3.9537,0.0641,3.828,4.0794
01-1-000766,84.915,92.4868,24.4436,3.93,0.0625,3.8075,4.0525
01-1-181684,63.486,333.03,5.71677,3.3486,0.0541,3.2427,3.4546
09-1-156395,-43.2179,158.942,7.82761,3.8896,0.0518,3.788,3.9911
02-1-172755,55.9147,252.786,6.94596,3.9438,0.0552,3.8356,4.0519
08-1-198114,50.4248,176.942,7.02657,3.7837,0.0561,3.6737,3.8937
02-1-139406,42.718,199.658,7.1995,3.9236,0.0521,3.8214,4.0258
08-1-038081,9.83601,155.146,10.6601,3.9489,0.0434,3.8639,4.0339
02-1-065224,17.1935,202.286,6.08316,3.8494,0.06,3.7318,3.967
03-1-050640,-17.388,209.836,10.8827,3.892,0.0603,3.7737,4.0102
01-1-001171,75.1555,326.736,10.9395,3.8967,0.073,3.7537,4.0397
07-1-025736,-7.15686,7.96177,8.03806,3.7885,0.0603,3.6702,3.9067
05-2-009215,-22.7445,327.869,6.19318,3.9405,0.0693,3.8048,4.0763
02-1-053166,14.1845,235.055,20.768,3.9566,0.0695,3.8204,4.0928
09-1-173693,-50.4793,144.119,6.3903,3.9252,0.0607,3.8061,4.0442
07-1-035463,-9.39592,42.6219,7.01736,3.8752,0.0678,3.7424,4.0081
08-1-199899,52.1708,147.904,6.69164,3.8865,0.0651,3.7589,4.0142
10-1-053248,-78.0802,355.079,6.00518,3.8756,0.073,3.7326,4.0187
05-1-001859,-58.775,335.476,7.31619,3.7981,0.0607,3.679,3.9171
08-1-019578,4.98193,147.104,7.9713,3.874,0.0896,3.6985,4.0496
09-1-000282,-14.876,179.02,57.2741,3.9446,0.0433,3.8598,4.0294
07-2-003088,-42.2937,60.8018,6.13998,3.8991,0.0738,3.7545,4.0437
08-1-127374,31.293,105.142,6.17601,3.9162,0.0629,3.7928,4.0396
10-1-025026,-63.1268,46.7265,6.46099,3.8953,0.0589,3.7798,4.0107
02-1-126669,36.4317,220.861,7.60839,3.9232,0.0507,3.8238,4.0226
08-1-001058,30.2176,119.09,9.75008,3.869,0.0574,3.7566,3.9815
02-1-095271,25.7834,219.625,6.51306,3.9147,0.069,3.7794,4.0499
01-1-007187,64.7858,169.254,9.75148,3.8598,0.0697,3.7232,3.9964
02-1-036241,9.82475,237.584,6.19571,3.8503,0.0657,3.7214,3.9792
06-1-052940,24.842,56.5341,6.13117,3.7186,0.0644,3.5924,3.8448
03-1-100479,-33.8205,231.716,20.317,3.9512,0.0693,3.8154,4.0871
08-1-018415,5.47545,124.482,6.10456,3.8791,0.0555,3.7703,3.9879
10-1-130989,-66.6302,236.756,18.3794,3.8983,0.0766,3.7482,4.0485
03-1-001153,-50.6092,198.177,9.40884,3.8621,0.0755,3.7141,4.01
07-1-204614,-52.1748,47.8977,6.80759,3.8832,0.0564,3.7726,3.9938
06-2-019953,52.3644,87.7455,15.8644,3.9598,0.0697,3.8232,4.0963
07-1-182800,-46.4583,50.3398,6.49543,3.897,0.0755,3.749,4.0449
08-1-012422,3.04043,160.859,8.14679,3.8631,0.0568,3.7517,3.9745
08-1-157549,38.648,128.797,18.3249,3.9204,0.0612,3.8005,4.0403
03-1-001393,-51.8322,260.68,14.3967,3.908,0.0627,3.7852,4.0309
02-1-167848,52.9568,241.536,9.37122,3.9353,0.06,3.8178,4.0528
02-1-174653,56.7494,214.673,6.85452,3.6061,0.0523,3.5036,3.7086
07-2-002388,-31.6336,47.1421,7.22928,3.9039,0.0429,3.8198,3.9879
02-1-105015,29.6249,219.728,10.1191,3.8832,0.0725,3.741,4.0253
08-1-001835,19.1682,170.774,11.2283,3.9041,0.0632,3.7802,4.0281
03-1-045825,-16.1201,190.644,7.93682,3.7097,0.0719,3.5687,3.8506
07-1-001565,-39.6192,70.9736,9.57957,3.9428,0.067,3.8113,4.0742
07-1-135560,-36.6086,85.527,6.16979,3.7591,0.0509,3.6594,3.8589
09-1-061967,-16.6827,106.856,8.73076,3.7311,0.0565,3.6205,3.8418
08-1-102290,25.0604,178.087,6.16056,3.9054,0.0586,3.7905,4.0204
03-1-000356,-16.3431,219.371,85.2821,3.979,0.0476,3.8857,4.0723
09-1-069851,-18.8717,102.385,6.87578,3.8335,0.0639,3.7082,3.9588
01-1-077074,61.8839,98.3587,5.66802,3.7888,0.0537,3.6836,3.894
02-1-001178,31.8953,263.986,9.81472,3.5954,0.0478,3.5018,3.689
08-1-201700,52.6663,108.643,6.24988,3.8965,0.0799,3.7399,4.0532
10-1-000098,-66.9067,17.8527,11.5374,3.9166,0.0527,3.8133,4.0199
02-1-024061,6.25583,191.731,14.6478,3.7907,0.0808,3.6324,3.949
03-1-025439,-8.79944,217.034,11.2414,3.9488,0.0457,3.8592,4.0384
06-1-000469,33.133,68.097,11.6281,3.6742,0.0874,3.5029,3.8454
10-1-089089,-74.5893,274.67,7.0532,3.7066,0.0633,3.5825,3.8306
01-1-000137,66.7037,162.721,17.9099,3.8347,0.0609,3.7154,3.9539
08-1-003152,0.896626,114.121,6.65133,3.8831,0.0564,3.7725,3.9937
09-1-073832,-19.7363,163.024,6.42161,3.8566,0.0556,3.7477,3.9655
04-2-017406,51.9123,334.356,8.13619,3.8697,0.0752,3.7223,4.0171
02-1-081218,22.2039,207.242,6.12426,3.8573,0.0533,3.7529,3.9617
01-1-189517,60.0321,210.253,5.55951,3.8999,0.0512,3.7996,4.0002
09-1-055966,-13.6157,143.591,7.1335,3.8475,0.0511,3.7474,3.9475
02-1-000129,59.2651,263.377,27.0534,3.9115,0.0776,3.7595,4.0636
10-2-014592,-65.1211,228.635,6.172,3.859,0.0626,3.7363,3.9817
10-1-001243,-62.5327,160.094,23.7925,3.8928,0.0602,3.7748,4.0109
05-1-001416,-51.3347,351.232,8.27342,3.8771,0.0686,3.7426,4.0117
01-1-000084,63.166,159.12,9.00757,3.8778,0.0601,3.7601,3.9955
05-1-001538,-53.491,331.297,19.0412,3.9389,0.0664,3.8088,4.069
02-1-001668,17.5902,267.528,12.0989,3.828,0.0709,3.6891,3.967
10-1-068229,-77.1071,53.4933,6.68151,3.8602,0.0574,3.7477,3.9728
02-1-055797,14.9398,240.73,10.5094,3.8512,0.0609,3.7318,3.9706
01-1-000037,61.7687,198.048,26.9385,3.8253,0.0566,3.7144,3.9363
02-1-050751,14.682,193.917,10.4682,3.9095,0.0489,3.8136,4.0053
09-1-095063,-24.862,126.422,6.42747,3.7609,0.0826,3.5991,3.9228
09-1-044983,-10.7992,97.3851,10.6476,3.8878,0.0632,3.7639,4.0117
08-1-000299,52.5881,151.503,13.6892,3.841,0.0653,3.7131,3.969
08-1-002181,2.74071,102.089,42.5163,3.6637,0.0593,3.5475,3.78
10-1-000311,-73.3938,24.2489,23.9993,3.8562,0.0528,3.7527,3.9597
03-1-022637,-7.34317,228.336,6.70111,3.8996,0.0744,3.7537,4.0454
09-1-007160,-0.179206,177.215,8.45014,3.8759,0.0527,3.7725,3.9792
02-1-105651,29.3895,241.914,7.00485,3.9261,0.0587,3.811,4.0413
10-1-000636,-78.2585,59.4447,120.125,3.9308,0.0527,3.8276,4.034
08-1-052064,13.7141,116.112,13.9969,3.9327,0.0604,3.8144,4.051
09-1-095406,-25.4577,138.144,7.33955,3.9017,0.0442,3.8151,3.9883
09-1-051967,-12.8887,112.469,6.78808,3.9064,0.059,3.7909,4.022
09-1-072111,-18.7645,153.223,6.35103,3.7812,0.0737,3.6368,3.9255
07-1-000788,-29.3757,55.7489,80.9795,3.9227,0.042,3.8405,4.005
03-1-015071,-5.15123,200.135,6.02158,3.9635,0.0577,3.8503,4.0766
02-1-156942,48.69,209.279,7.98847,3.9454,0.0417,3.8636,4.0272
08-1-123193,30.633,155.438,13.7906,3.8607,0.0822,3.6996,4.0218
03-1-079430,-25.7359,190.202,8.42529,3.7862,0.0688,3.6513,3.9211
02-1-000234,48.7662,234.599,13.3321,3.9246,0.0433,3.8397,4.0095
08-1-080627,20.484,160.454,13.3543,3.8925,0.0572,3.7804,4.0045
07-1-001595,-44.1174,67.4425,17.6094,3.9222,0.0533,3.8178,4.0267
01-1-017738,69.2786,175.766,5.44889,3.7713,0.0631,3.6476,3.895
08-1-127059,31.5235,95.9829,9.39106,3.9105,0.0559,3.8009,4.0202
10-1-049714,-72.6126,311.88,8.2848,3.9416,0.0753,3.794,4.0893
02-1-000006,56.5652,190.079,11.9055,3.937,0.0575,3.8243,4.0497
09-1-000444,-8.36388,101.078,50.5769,3.9755,0.0541,3.8695,4.0816
03-1-008316,-3.62634,210.101,9.70354,3.9374,0.0566,3.8264,4.0483
07-1-112958,-30.3461,50.0605,9.81899,3.8906,0.0689,3.7555,4.0256
08-1-164974,41.5302,112.34,6.97448,3.8579,0.0661,3.7284,3.9874
05-2-012801,-35.5365,320.431,7.62738,3.9491,0.0374,3.8757,4.0225
09-1-007585,-1.75491,175.0,6.8266,3.8657,0.059,3.7502,3.9813
08-1-132753,32.6705,123.472,8.11185,3.8717,0.0786,3.7176,4.0257
09-1-001528,-52.2569,110.4,30.8336,3.9205,0.0594,3.804,4.0369
09-1-000211,-5.43737,172.559,30.0864,3.9372,0.0423,3.8543,4.0202
08-1-188740,47.6726,127.922,9.62421,3.8572,0.0738,3.7126,4.0018
01-1-020372,70.616,173.561,9.33014,3.625,0.0585,3.5103,3.7397
10-1-030886,-67.299,41.1042,8.28441,3.8989,0.0565,3.7881,4.0097
08-1-065140,17.0257,138.442,13.4649,3.8705,0.0598,3.7534,3.9877
10-1-001139,-68.2282,211.637,15.2809,3.9014,0.0685,3.7672,4.0357
08-1-195615,50.5856,115.098,6.65031,3.8929,0.0636,3.7682,4.0176
02-1-165677,52.398,188.843,8.94432,3.8889,0.0569,3.7773,4.0004
08-1-070851,17.9001,162.44,8.77576,3.8617,0.0517,3.7603,3.9631
06-1-000151,45.0551,28.2356,38.0656,3.2956,0.0668,3.1647,3.4266
08-1-001693,15.9438,135.349,45.9309,3.9312,0.0654,3.8031,4.0594
08-1-186703,46.6308,108.449,6.46837,3.8574,0.0631,3.7337,3.9811
01-1-022581,71.1954,176.379,6.06084,3.7202,0.0529,3.6166,3.8239
08-1-176074,44.3772,178.375,6.70263,3.8352,0.061,3.7156,3.9547
08-1-181928,46.19,149.0,6.9016,3.6973,0.0742,3.5519,3.8428
02-1-000267,51.2946,223.48,11.149,3.9166,0.0526,3.8136,4.0197
05-1-001117,-45.8285,316.797,13.1277,3.9456,0.0428,3.8618,4.0295
09-1-001172,-43.2978,111.517,19.1323,3.915,0.06,3.7974,4.0327
02-1-013687,4.2934,261.998,5.73661,3.8964,0.0543,3.7901,4.0027
05-1-098035,-44.3623,281.476,6.18348,3.9248,0.0506,3.8255,4.024
07-1-125700,-33.8896,74.3305,7.09839,3.8842,0.05,3.7863,3.9821
03-1-146090,-53.7201,240.029,10.0538,3.9531,0.0541,3.8471,4.0591
10-1-000634,-72.3572,62.1043,7.14803,3.6051,0.0551,3.4971,3.7132
02-1-007902,1.23353,202.424,6.64693,3.7293,0.0724,3.5874,3.8711
03-1-123684,-43.3691,228.32,11.1412,3.9462,0.0496,3.849,4.0433
05-1-000889,-39.5368,302.54,12.505,3.6323,0.0578,3.519,3.7456
08-2-000043,4.06853,163.005,15.4707,3.9425,0.0546,3.8355,4.0496
01-1-158536,62.8052,307.2,5.23742,3.852,0.0452,3.7634,3.9407
07-1-018535,-4.88843,15.0407,6.11162,3.6438,0.0544,3.537,3.7505
09-1-001038,-34.8216,147.284,142.952,3.9922,0.0593,3.8759,4.1085
07-1-001443,-31.8155,71.8995,24.8767,3.9207,0.0583,3.8063,4.035
08-1-107977,27.3728,102.929,7.87947,3.929,0.0644,3.8029,4.0552
08-1-000813,34.6606,162.59,38.7209,3.4964,0.0525,3.3935,3.5992
03-1-000086,-12.3823,184.117,46.7816,3.9462,0.0608,3.827,4.0654
10-1-000148,-60.4802,50.8599,12.9676,3.769,0.0403,3.69,3.8481
05-1-000697,-35.263,320.176,7.45032,3.9174,0.0595,3.8008,4.034
04-1-000290,45.1243,271.377,8.56359,3.7072,0.0448,3.6195,3.795
08-1-012848,2.75233,168.955,8.79249,3.6133,0.0742,3.4679,3.7588
06-1-078641,38.2357,57.8085,8.48861,3.8915,0.0655,3.7631,4.0199
07-1-082090,-21.2806,39.181,6.25469,3.8649,0.0401,3.7863,3.9435
06-1-062240,29.7222,42.1743,11.1549,3.953,0.0566,3.842,4.0641
07-1-104946,-28.6002,87.377,13.7129,3.9022,0.0508,3.8027,4.0017
01-1-001362,66.3739,18.9791,14.8499,3.9816,0.0463,3.8909,4.0724
05-1-112226,-51.2388,301.093,6.22992,3.8453,0.0617,3.7244,3.9661
10-1-158795,-65.5598,169.503,6.00816,3.5714,0.0597,3.4544,3.6884
08-1-077310,21.289,108.026,6.48788,3.748,0.0701,3.6107,3.8853
03-1-065453,-21.4441,200.941,6.85851,3.8677,0.0681,3.7343,4.0011
01-2-024843,82.4662,58.8714,6.72995,3.7002,0.0701,3.5629,3.8375
08-1-000439,49.5351,117.117,16.1544,3.9015,0.0697,3.7649,4.0382
10-2-001197,-66.3902,176.101,7.31296,3.7243,0.0512,3.624,3.8246
10-1-137134,-73.8906,186.197,8.41253,3.8039,0.0635,3.6796,3.9283
09-1-173120,-50.6074,167.251,9.10881,3.876,0.0597,3.759,3.993
08-1-042401,10.4139,128.044,7.40943,3.8975,0.0538,3.792,4.003
04-2-000632,0.484622,284.386,15.3286,3.9393,0.0445,3.852,4.0266
01-1-001420,86.6344,12.1663,15.0083,3.9314,0.0436,3.846,4.0168
08-1-001028,30.4087,109.095,18.059,3.8787,0.0564,3.7681,3.9893
03-1-016298,-4.99533,219.31,10.1019,3.9188,0.0849,3.7523,4.0852
06-1-000495,32.7492,80.6795,9.28999,3.7971,0.0594,3.6806,3.9136
09-1-025762,-5.81115,157.251,6.38938,3.8425,0.0531,3.7383,3.9467
07-1-001422,-34.7254,69.3594,26.9375,3.9658,0.0852,3.7988,4.1327
09-1-107219,-28.0681,151.882,8.80136,3.9035,0.0727,3.761,4.046
07-1-054325,-14.7349,68.694,6.95712,3.9337,0.0411,3.8531,4.0143
02-1-111010,31.5094,208.865,8.86228,3.9227,0.0481,3.8283,4.017
08-1-055390,14.5936,162.153,8.35046,3.8601,0.0628,3.7369,3.9833
05-2-001064,-3.28547,280.29,10.912,3.9189,0.0726,3.7767,4.0611
05-1-000865,-40.3175,335.335,8.96506,3.9664,0.0513,3.8658,4.0669
05-2-014904,-59.4252,358.304,7.1207,3.9212,0.048,3.827,4.0153
04-1-000158,53.6432,333.141,7.01959,3.7474,0.0636,3.6227,3.8721
03-1-116948,-40.2027,232.139,13.6822,3.917,0.0592,3.8011,4.033
02-1-120334,34.3053,222.559,6.85273,3.8211,0.0729,3.6784,3.9639
10-1-001331,-62.2499,128.04,28.4257,3.8494,0.0567,3.7383,3.9606
05-1-000630,-34.639,349.613,10.7045,3.9347,0.0502,3.8364,4.033
03-1-032012,-10.3228,191.25,8.48709,3.9405,0.0585,3.8258,4.0552
07-1-151509,-40.6496,23.1732,7.45832,3.9544,0.0487,3.859,4.0498
06-1-000575,25.686,85.2222,10.9309,3.5934,0.0714,3.4535,3.7334
02-1-012703,3.42704,239.695,6.85778,3.9269,0.0673,3.7951,4.0587
02-1-155214,47.7659,193.555,10.4307,3.9163,0.0761,3.7671,4.0654
10-1-003508,-60.9829,339.669,8.34098,3.6923,0.0604,3.5739,3.8108
02-1-081173,21.0514,207.237,23.8923,3.965,0.0665,3.8346,4.0954
04-1-038277,20.6337,272.379,6.8945,3.8227,0.0534,3.7179,3.9274
05-1-082018,-37.9865,352.951,11.128,3.8289,0.0586,3.714,3.9439
01-1-125886,77.6037,315.635,6.18082,3.5834,0.0663,3.4535,3.7133
03-1-023229,-6.64753,248.92,10.5791,3.9386,0.0745,3.7925,4.0846
08-1-123071,29.8269,158.742,10.2268,3.9231,0.047,3.831,4.0152
05-1-117630,-55.3765,270.362,8.80491,3.974,0.0635,3.8497,4.0984
03-1-000846,-43.7628,198.497,17.6907,3.3023,0.0628,3.1792,3.4253
07-1-182774,-47.0385,49.806,15.0745,3.9569,0.064,3.8314,4.0823
08-1-217175,59.3234,154.953,19.779,3.9048,0.054,3.7989,4.0106
01-1-133330,69.7424,298.984,5.11064,3.3289,0.0694,3.193,3.4649
